sep=;
STOCK;LAST PRICE;52 WRK LOW;52 WRK HIGH;SENTIMENT;BUYQT;SELLQT;SECTOR;MARKET CAP (RS CR);P/E;BOOK VALUE (RS);DIV (%);MARKET LOT;INDUSTRY P/E;EPS (TTM);P/C;PRICE/BOOK;DIV YIELD.(%);FACE VALUE (RS);DELIVERABLES (%)
Indian Infotech and Software Ltd.;0.19;0.14;0.34;-;-;20.4 L;COMPUTERS - SOFTWARE MEDIUM & SMALL;19.11;9.50;2.45;0.00%;1;21.58;0.02;1.46;0.08;-%;1.00;100
Info Drive Software Ltd.;0.19;0.11;0.23;-;-;35.12 L;COMPUTERS - SOFTWARE MEDIUM & SMALL;12.45;-;1.98;0.00%;1;21.58;* -;19.00;0.10;-%;1.00;100
Intense Technologies Ltd.;104.70;75.15;248.70;-;951;1228;COMPUTERS - SOFTWARE MEDIUM & SMALL;231.64;50.83;32.56;0.00%;1;21.58;2.06;30.44;3.22;-%;2.00;100
Intrasoft Technologies Ltd.;739.25;306.00;855.00;BUY;652;2105;COMPUTERS - SOFTWARE MEDIUM & SMALL;1,089.04;420.03;80.17;20.00%;1;22.72;1.76;264.96;9.22;0.27%;10.00;88.18
IZMO Ltd.;74.35;43.00;86.00;BUY;2214;530;COMPUTERS - SOFTWARE MEDIUM & SMALL;95.33;27.23;127.58;0.00%;1;21.58;2.73;10.17;0.58;-%;10.00;67.22
Kellton Tech Solutions Ltd.;111.25;80.00;149.45;-;2066;1565;COMPUTERS - SOFTWARE MEDIUM & SMALL;525.61;65.44;18.80;0.00%;1;21.58;1.70;53.23;5.92;-%;5.00;100
Kernex Microsystems (India) Ltd.;63.20;31.50;63.20;BUY;2660;105;COMPUTERS - SOFTWARE MEDIUM & SMALL;79.00;-;77.41;0.00%;1;21.58;-;85.41;0.82;-%;10.00;100
KPIT Technologies Ltd.;201.00;104.60;211.70;-;10.5;6012;COMPUTERS - SOFTWARE MEDIUM & SMALL;3,969.72;31.16;69.68;110.00%;1;21.58;6.45;20.00;2.88;1.09%;2.00;21.93
Lee and Nee Softwares (Exports) Ltd.;6.00;1.91;6.24;-;-;37.84;COMPUTERS - SOFTWARE MEDIUM & SMALL;33.46;200.00;9.56;0.00%;1;21.58;0.03;200.00;0.63;-%;10.00;100
L&T Technology Services Ltd.;999.85;671.00;1149.50;-;680;599;COMPUTERS - SOFTWARE MEDIUM & SMALL;10,223.36;23.65;149.80;350.00%;1;35.66;42.28;20.87;6.67;0.70%;2.00;56.57
Lycos Internet Ltd.;7.66;4.77;10.70;-;35.44;69.27;COMPUTERS - SOFTWARE MEDIUM & SMALL;364.81;-;12.29;0.00%;1;21.58;-;-;0.62;-%;2.00;41.58
Majesco Ltd.;513.80;300.00;591.00;-;1510;3059;COMPUTERS - SOFTWARE MEDIUM & SMALL;1,213.01;102.76;109.88;0.00%;1;21.58;5.00;96.22;4.68;-%;5.00;43.72
Megasoft Ltd.;15.87;11.50;24.95;BUY;1970;1256;COMPUTERS - SOFTWARE MEDIUM & SMALL;70.25;-;33.03;0.00%;1;21.58;-;-;0.48;-%;10.00;100
Moschip Semiconductor Technology Ltd.;42.55;35.30;66.50;BUY;16.2;19.07;COMPUTERS - SOFTWARE MEDIUM & SMALL;533.20;-;3.04;0.00%;1;21.58;-;-;14.00;-%;2.00;72.45
Netvista Information Technology Ltd.;3.13;1.53;3.72;-;-;2.22 L;COMPUTERS - SOFTWARE MEDIUM & SMALL;4.26;16.47;1.31;0.00%;1;21.58;0.19;14.90;2.39;-%;10.00;100
NHC Foods Ltd.;15.55;10.00;18.00;-;10.77;7726;FOOD PROCESSING;18.43;-;17.14;0.00%;1;67.15;-;16.54;0.91;-%;10.00;79.92
Nimbus Foods Industries Ltd.;0.40;0.38;1.05;-;-;11;COMPUTERS - SOFTWARE MEDIUM & SMALL;2.92;-;2.12;0.00%;1;67.15;-;20.00;0.19;-%;1.00;
Nucleus Software Exports Ltd.;487.70;237.55;602.40;BUY;2202;230;COMPUTERS - SOFTWARE MEDIUM & SMALL;1,416.32;21.79;161.87;50.00%;1;21.58;22.38;18.82;3.01;1.03%;10.00;47.70
Objectone Information Systems Ltd.;2.27;1.51;3.50;BUY;3000;-;COMPUTERS - SOFTWARE MEDIUM & SMALL;2.39;-;13.40;0.00%;1;21.58;-;-;0.17;-%;10.00;100
Odyssey Technologies Ltd.;48.05;30.60;80.40;-;1185;710;COMPUTERS - SOFTWARE MEDIUM & SMALL;42.60;16.74;16.39;0.00%;1;21.58;2.87;13.81;2.93;-%;10.00;74.35
Omni Axs Software Ltd.;1.80;0.90;2.51;-;351;-;COMPUTERS - SOFTWARE MEDIUM & SMALL;3.10;-;7.26;0.00%;1;21.58;-;-;0.25;-%;10.00;
OnMobile Global Ltd.;63.25;51.75;94.95;-;17.77;9934;TELECOMMUNICATIONS - SERVICE;665.87;37.43;64.53;15.00%;1;29.30;1.69;22.83;0.98;2.37%;10.00;48.55
Onward Technologies Ltd.;124.05;64.55;169.45;-;2325;2480;COMPUTERS - SOFTWARE MEDIUM & SMALL;192.80;111.76;30.87;10.00%;1;21.58;1.11;35.04;4.02;0.81%;10.00;77.23
Otco International Ltd.;41.85;24.05;41.85;-;985;-;COMPUTERS - SOFTWARE MEDIUM & SMALL;10.85;-;4.25;0.00%;1;21.58;-;-;9.85;-%;10.00;100
Palred Technologies Ltd.;103.90;84.05;181.80;-;1773;2507;COMPUTERS - SOFTWARE MEDIUM & SMALL;101.12;-;58.41;0.00%;1;21.58;-;-;1.78;-%;10.00;41.86
Panoramic Universal Ltd.;12.88;6.69;15.65;-;4292;28.28;COMPUTERS - SOFTWARE MEDIUM & SMALL;100.14;-;21.27;0.00%;1;21.58;-;-;0.61;-%;5.00;55.09
Parle Software Ltd.;11.32;8.66;13.64;-;33;66;COMPUTERS - SOFTWARE MEDIUM & SMALL;15.85;-;14.11;0.00%;1;21.58;-;-;0.80;-%;10.00;99.87
RS Software (India) Ltd.;86.05;59.10;116.60;-;6341;8455;COMPUTERS - SOFTWARE MEDIUM & SMALL;221.22;-;76.83;0.00%;1;21.58;-;-;1.12;-%;5.00;48.81
R Systems International Ltd.;47.00;35.00;63.50;-;1882;7927;COMPUTERS - SOFTWARE MEDIUM & SMALL;598.31;20.89;17.34;0.00%;1;21.58;2.25;16.79;2.71;-%;1.00;78.37
Sankhya Infotech Ltd.;147.40;38.55;147.40;BUY;39.58;-;COMPUTERS - SOFTWARE MEDIUM & SMALL;193.76;33.42;61.60;0.00%;1;21.58;4.41;16.32;2.39;-%;10.00;92.16
Saven Technologies Ltd.;23.15;21.05;36.00;-;350;900;COMPUTERS - SOFTWARE MEDIUM & SMALL;25.18;19.62;19.48;0.00%;1;21.58;1.18;15.64;1.19;-%;10.00;73.66
Sonata Software Ltd.;301.25;142.95;313.60;-;6259;4074;COMPUTERS - SOFTWARE MEDIUM & SMALL;3,167.92;22.87;43.38;900.00%;1;21.58;13.17;22.15;6.94;2.99%;1.00;40.66
Sterling International Enterprises Ltd.;2.74;1.05;2.84;-;-;3.34 L;COMPUTERS - SOFTWARE MEDIUM & SMALL;74.36;274.00;72.04;0.00%;1;21.58;0.01;91.33;0.04;-%;1.00;100
Subex Ltd.;11.79;7.70;13.13;-;1.82 L;1.93 L;COMPUTERS - SOFTWARE MEDIUM & SMALL;662.60;-;12.32;0.00%;1;21.58;-;-;0.96;-%;10.00;39.82
Suri Capital and Leasing Ltd.;1.91;1.20;1.91;-;999;-;COMPUTERS - SOFTWARE MEDIUM & SMALL;1.97;-;-5.61;0.00%;1;21.58;-;-;-;-%;10.00;
Take Solutions Ltd.;165.50;118.20;183.90;BUY;7760;2989;COMPUTERS - SOFTWARE MEDIUM & SMALL;2,205.07;103.44;37.62;100.00%;1;21.58;1.60;99.70;4.40;0.60%;1.00;68.62
Tanla Solutions Ltd.;40.35;29.40;66.45;-;42.99;14.42;COMPUTERS - SOFTWARE MEDIUM & SMALL;453.62;62.08;57.02;25.00%;1;21.58;0.65;24.75;0.71;0.62%;1.00;45.14
Tatia Skylines and Health Farms Ltd.;1.03;0.91;2.14;BUY;26.95;-;COMPUTERS - SOFTWARE MEDIUM & SMALL;1.24;-;8.62;0.00%;1;75.90;-;-;0.12;-%;10.00;100
TechNVision Ventures Ltd.;227.85;118.20;265.65;-;-;640;COMPUTERS - SOFTWARE MEDIUM & SMALL;142.98;4,557.00;23.39;0.00%;1;21.58;0.05;785.69;9.74;-%;10.00;100
Tera Software Ltd.;68.60;52.20;126.15;BUY;5234;670;COMPUTERS - SOFTWARE MEDIUM & SMALL;85.83;38.32;70.47;0.00%;1;21.58;1.79;18.69;0.97;-%;10.00;74.98
Trigyn Technologies Ltd.;165.15;87.65;168.40;-;7168;23.35;COMPUTERS - SOFTWARE MEDIUM & SMALL;493.83;-;57.14;0.00%;1;21.58;* -;825.75;2.89;-%;10.00;35.19
Twinstar Industries Ltd.;2.66;0.94;3.06;-;-;13.43;COMPUTERS - SOFTWARE MEDIUM & SMALL;5.99;11.08;10.63;0.00%;1;21.58;0.24;3.86;0.25;-%;10.00;100
Vakrangee Ltd.;448.65;270.80;776.70;-;8390;5737;COMPUTERS - SOFTWARE MEDIUM & SMALL;47,503.20;75.28;19.46;200.00%;1;21.58;5.96;67.47;23.05;0.45%;1.00;78.11
VEDAVAAG Systems Ltd.;68.45;48.50;92.00;-;1380;9403;COMPUTERS - SOFTWARE MEDIUM & SMALL;98.23;11.39;32.32;9.00%;1;21.58;6.01;8.83;2.12;1.31%;10.00;86.15
Virinchi  Ltd.;135.25;66.70;153.50;-;3202;9420;COMPUTERS - SOFTWARE MEDIUM & SMALL;381.65;36.95;56.95;0.00%;1;21.58;3.66;13.58;2.37;-%;10.00;80.78
Visesh Infotechnics Ltd.;0.18;0.11;0.25;-;207.74 L;-;COMPUTERS - SOFTWARE MEDIUM & SMALL;67.94;-;1.16;0.00%;1;21.58;-;-;0.16;-%;1.00;100
WEP Solutions Ltd.;55.60;40.00;64.00;-;2508;3566;COMPUTERS - SOFTWARE MEDIUM & SMALL;139.51;63.91;16.85;0.00%;1;21.58;0.87;14.04;3.30;-%;10.00;78.51
Wisec Global Ltd.;5.51;3.83;8.97;-;-;23.46;COMPUTERS - SOFTWARE MEDIUM & SMALL;6.42;-;2.76;0.00%;1;22.72;-;-;2.00;-%;10.00;
Xchanging Solutions Ltd.;65.25;46.20;71.00;-;6225;3417;COMPUTERS - SOFTWARE MEDIUM & SMALL;726.91;-;16.32;0.00%;1;21.58;-;296.59;4.00;-%;10.00;65.23
Zen Technologies Ltd.;135.65;46.45;158.10;-;5375;1775;COMPUTERS - SOFTWARE MEDIUM & SMALL;1,046.68;96.89;15.50;15.00%;1;21.58;1.40;72.54;8.75;0.11%;1.00;53.21
Zylog Systems Ltd.;4.16;2.86;6.01;-;59.69;43.22;COMPUTERS - SOFTWARE MEDIUM & SMALL;24.54;-;-145.22;0.00%;1;21.58;-;-;-;-%;5.00;69.70
Aptech Ltd.;365.50;178.20;403.95;-;3883;2625;COMPUTERS - SOFTWARE - TRAINING;1,458.11;84.61;57.85;30.00%;1;66.31;4.32;60.51;6.32;0.82%;10.00;23.48
Career Point Ltd.;138.70;85.20;167.00;BUY;2335;3291;COMPUTERS - SOFTWARE - TRAINING;251.92;16.75;199.57;0.00%;1;37.72;8.28;12.64;0.69;-%;10.00;47.24
ECS Biztech  Ltd.;9.64;9.64;28.80;-;-;77.8;COMPUTERS - SOFTWARE - TRAINING;19.82;-;3.63;0.00%;1;22.72;-;-;2.66;-%;10.00;100
Educomp Solutions Ltd.;8.58;4.39;13.20;-;-;86.61;COMPUTERS - SOFTWARE - TRAINING;105.08;-;10.64;0.00%;1;53.53;-;-;0.81;-%;2.00;100
Jetking Infotrain Ltd.;63.95;40.05;78.00;-;511;331;COMPUTERS - SOFTWARE - TRAINING;37.78;85.27;75.41;0.00%;1;66.31;0.75;14.15;0.85;-%;10.00;95.65
Jointeca Education Solutions Ltd.;7.00;6.86;20.00;-;8000;-;COMPUTERS - SOFTWARE - TRAINING;7.01;-;13.22;0.00%;8000;21.58;* -;-;0.53;-%;10.00;100
MT Educare Ltd.;57.10;53.00;139.40;-;2238;3230;COMPUTERS - SOFTWARE - TRAINING;227.38;-;39.24;0.00%;1;53.53;-;21.07;1.46;-%;10.00;100
NIIT Ltd.;109.75;71.85;119.00;-;14.68;10.08;COMPUTERS - SOFTWARE - TRAINING;1,827.66;-;48.55;0.00%;1;66.31;-;82.52;2.26;-%;2.00;23.34
Prithvi Exchange (India) Ltd.;86.60;27.00;94.00;-;120;1490;COMPUTERS - SOFTWARE - TRAINING;47.63;20.47;39.93;5.00%;1;46.34;4.23;19.16;2.17;0.58%;10.00;96.24
Tree House Education and Accessories Ltd.;14.67;11.20;28.15;-;20.89;700;COMPUTERS - SOFTWARE - TRAINING;62.08;-;116.53;0.00%;1;53.53;-;-;0.13;-%;10.00;100
Vantage Knowledge Academy Ltd.;4.87;2.51;5.12;-;-;595;COMPUTERS - SOFTWARE - TRAINING;1.64;-;10.59;0.00%;1;53.53;-;-;0.46;-%;10.00;
Virtual Global Education Ltd.;1.75;0.63;6.69;-;9.07 L;-;COMPUTERS - SOFTWARE - TRAINING;74.14;17.50;1.41;0.00%;1;53.53;0.10;14.58;1.24;-%;1.00;100
Zee Learn Ltd.;46.90;38.35;51.35;BUY;9432;25.98;COMPUTERS - SOFTWARE - TRAINING;1,523.69;35.53;8.98;5.00%;1;66.31;1.32;32.57;5.22;0.11%;1.00;48.80
Acrow (India) Ltd.;147.00;115.95;201.00;-;7;4;CONSTRUCTION & CONTRACTING - CIVIL;9.41;-;337.13;0.00%;1;35.66;-;132.43;0.44;-%;10.00;100
Ahluwalia Contracts India Ltd.;387.90;236.00;425.70;-;365;495;CONSTRUCTION & CONTRACTING - CIVIL;2,598.45;25.96;75.85;0.00%;1;45.02;14.94;20.92;5.11;-%;2.00;69.00
ARSS Infrastructure Projects Ltd.;56.85;38.75;86.25;-;6250;347;CONSTRUCTION & CONTRACTING - CIVIL;129.27;-;19.52;0.00%;1;45.02;-;-;2.91;-%;10.00;100
Ashoka Buildcon Ltd.;228.20;154.40;268.50;BUY;5035;655;CONSTRUCTION & CONTRACTING - CIVIL;4,270.74;21.07;99.61;32.00%;1;45.02;10.83;16.85;2.29;0.70%;5.00;75.26
Atlanta Ltd.;118.95;72.20;131.90;-;15.6;5788;CONSTRUCTION & CONTRACTING - CIVIL;969.44;12.16;55.98;15.00%;1;25.52;9.78;11.53;2.12;0.25%;2.00;39.22
Bigbloc Construction Ltd.;139.05;57.00;159.00;-;8844;813;CONSTRUCTION & CONTRACTING - CIVIL;196.86;62.08;16.23;2.50%;1;45.02;2.24;35.11;8.57;0.18%;10.00;34.05
BL Kashyap & Sons Ltd.;61.80;20.10;71.95;-;6089;8746;CONSTRUCTION & CONTRACTING - CIVIL;1,331.42;83.51;20.43;0.00%;1;45.02;0.74;39.36;3.02;-%;1.00;46.77
Bronze Infra-Tech Ltd.;0.85;0.55;1.83;-;15.4;1.98 L;CONSTRUCTION & CONTRACTING - CIVIL;1.47;-;14.83;0.00%;1;45.02;-;-;0.06;-%;10.00;75.80
C & C Constructions Ltd.;76.80;16.25;109.00;BUY;2822;242;CONSTRUCTION & CONTRACTING - CIVIL;195.42;2.42;40.50;0.00%;1;45.02;31.73;1.59;1.90;-%;10.00;100
CHD Developers Ltd.;16.45;7.31;16.47;-;46.91;-;CONSTRUCTION & CONTRACTING - CIVIL;186.86;40.12;10.61;5.00%;1;45.02;0.41;27.42;1.55;0.61%;2.00;72.84
Conart Engineers Ltd.;51.70;29.00;64.90;-;1020;1103;CONSTRUCTION & CONTRACTING - CIVIL;15.51;18.80;53.19;0.00%;1;45.02;2.75;11.57;0.97;-%;10.00;71.65
Consolidated Construction Consortium Ltd.;7.79;3.51;10.38;BUY;4010;7050;CONSTRUCTION & CONTRACTING - CIVIL;310.44;-;-0.82;0.00%;1;45.02;-;-;-;-%;2.00;100
Dhruv Estates Ltd.;31.20;22.00;33.00;-;-;13.22;CONSTRUCTION & CONTRACTING - CIVIL;3.00;104.00;15.62;0.00%;1;45.02;0.30;104.00;2.00;-%;10.00;
Dilip Buildcon Ltd.;960.30;234.15;1059.00;-;2589;717;CONSTRUCTION & CONTRACTING - CIVIL;13,134.00;24.20;135.48;10.00%;1;45.02;39.68;17.06;7.09;0.10%;10.00;52.47
Elnet Technologies Ltd.;187.10;100.35;204.00;BUY;421;935;CONSTRUCTION & CONTRACTING - CIVIL;74.84;8.02;150.45;14.00%;1;21.58;23.34;5.92;1.24;0.75%;10.00;79.06
Gammon India Ltd.;7.33;5.13;13.70;-;6110;1405;CONSTRUCTION & CONTRACTING - CIVIL;270.37;-;-9.16;0.00%;1;45.02;-;-;-;-%;2.00;100
Gammon Infrastructure Projects Ltd.;4.52;2.66;5.41;-;2.2 L;2.49 L;CONSTRUCTION & CONTRACTING - CIVIL;425.71;30.13;9.77;0.00%;1;25.52;0.15;30.13;0.46;-%;2.00;38.95
Garnet Construction Ltd.;42.25;11.70;50.30;-;140;1270;CONSTRUCTION & CONTRACTING - CIVIL;58.74;81.25;49.18;0.00%;1;45.02;0.52;43.56;0.86;-%;10.00;100
Gayatri Projects Ltd.;214.55;124.60;237.55;BUY;14.84;11.7;CONSTRUCTION & CONTRACTING - CIVIL;3,802.94;33.01;41.81;0.00%;1;45.02;6.50;24.00;5.13;-%;2.00;71.77
GPT Infraprojects Ltd.;223.20;121.00;294.10;BUY;543;1274;CONSTRUCTION & CONTRACTING - CIVIL;649.20;63.05;54.91;25.00%;1;35.66;3.54;28.36;4.06;1.12%;10.00;30.49
Hindustan Construction Company Ltd.;38.15;31.90;48.00;-;69.06;45.36;CONSTRUCTION & CONTRACTING - CIVIL;3,873.99;74.80;26.49;0.00%;1;45.02;0.51;21.93;1.44;-%;1.00;36.13
ILandFS Engineering and Construction Company Ltd.;50.10;31.00;65.95;BUY;815;933;CONSTRUCTION & CONTRACTING - CIVIL;656.92;4.28;6.57;0.00%;1;45.02;11.70;3.26;7.63;-%;10.00;100
ITD Cementation India Ltd.;212.35;144.75;234.90;-;1626;1400;CONSTRUCTION & CONTRACTING - CIVIL;3,294.78;48.48;35.49;30.00%;1;45.02;4.38;32.82;5.98;0.14%;1.00;66.46
IVRCL Ltd.;6.30;4.00;7.91;-;16.02;33.07;CONSTRUCTION & CONTRACTING - CIVIL;493.23;-;4.94;0.00%;1;45.02;-;-;1.28;-%;2.00;100
Jaihind Projects Ltd.;6.00;5.23;7.24;-;-;500;CONSTRUCTION & CONTRACTING - CIVIL;5.85;-;21.01;0.00%;1;45.02;-;0.95;0.29;-%;10.00;100
J Kumar Infraprojects Ltd.;336.00;181.60;362.00;BUY;1676;686;CONSTRUCTION & CONTRACTING - CIVIL;2,542.36;25.00;183.57;40.00%;1;45.02;13.44;16.16;1.83;0.60%;5.00;57.45
JMC Projects (India) Ltd.;624.00;214.50;688.00;-;120;750;CONSTRUCTION & CONTRACTING - CIVIL;2,095.46;25.33;205.39;15.00%;1;45.02;24.63;14.96;3.04;0.24%;10.00;65.14
Kaushalya Infrastructure Development Corporation Ltd.;4.43;2.59;6.49;BUY;-;28.53;CONSTRUCTION & CONTRACTING - CIVIL;15.34;6.07;6.91;0.00%;1;45.02;0.73;5.15;0.64;-%;10.00;97.96
KNR Constructions Ltd.;310.70;166.00;348.80;BUY;1938;758;CONSTRUCTION & CONTRACTING - CIVIL;4,368.98;20.82;63.68;0.00%;1;45.02;14.92;15.97;4.88;-%;2.00;67.11
Madhucon Projects Ltd.;34.75;24.90;65.40;-;8770;4698;CONSTRUCTION & CONTRACTING - CIVIL;256.44;11.25;106.12;10.00%;1;45.02;3.09;5.35;0.33;0.29%;1.00;58.17
Mahindra Lifespace Developers Ltd.;525.55;319.53;563.00;-;1344;1925;CONSTRUCTION & CONTRACTING - CIVIL;2,697.31;60.83;331.36;60.00%;1;45.02;8.64;55.38;1.59;1.14%;10.00;34.44
Man Infraconstruction Ltd.;69.15;37.80;74.55;BUY;15.7;12.91;CONSTRUCTION & CONTRACTING - CIVIL;1,711.46;22.97;27.60;54.00%;1;45.02;3.01;21.41;2.51;1.56%;2.00;58.05
Martin Burn Ltd.;41.50;19.20;42.40;-;5321;900;CONSTRUCTION & CONTRACTING - CIVIL;21.39;26.10;82.02;0.00%;1;45.02;1.59;18.86;0.51;-%;10.00;100
MBL Infrastructures Ltd.;26.30;20.80;62.10;-;3468;2300;CONSTRUCTION & CONTRACTING - CIVIL;109.03;9.04;158.57;0.00%;1;45.02;2.91;3.66;0.17;-%;10.00;100
Mukand Engineers Ltd.;53.35;35.30;70.20;BUY;7382;5252;CONSTRUCTION & CONTRACTING - CIVIL;67.07;-;40.28;0.00%;1;40.61;-;-;1.32;-%;10.00;68.90
NCC Ltd.;129.65;77.55;141.85;-;20.29;6210;CONSTRUCTION & CONTRACTING - CIVIL;7,207.65;35.04;61.92;20.00%;1;45.02;3.70;22.67;2.09;0.31%;2.00;30.24
Niraj Cement Structurals Ltd.;32.10;22.50;46.90;-;7870;85.27;CONSTRUCTION & CONTRACTING - CIVIL;47.69;68.30;96.39;0.00%;1;45.02;0.47;21.40;0.33;-%;10.00;71.18
Noida Toll Bridge Company Ltd.;12.64;8.00;17.23;-;20.94;3590;CONSTRUCTION & CONTRACTING - CIVIL;235.35;-;25.68;15.00%;1;25.52;-;-;0.49;11.87%;10.00;68.99
Patel Engineering Company Ltd.;84.30;64.00;106.90;-;20.38;12.08;CONSTRUCTION & CONTRACTING - CIVIL;1,323.47;495.88;139.05;0.00%;1;45.02;0.17;27.19;0.61;-%;1.00;37.37
PBA Infrastructure Ltd.;20.50;15.25;31.55;-;655;158;CONSTRUCTION & CONTRACTING - CIVIL;27.68;-;32.32;0.00%;1;25.52;-;-;0.63;-%;10.00;100
Prakash Constrowell Ltd.;8.97;3.26;10.79;-;-;1.59 L;CONSTRUCTION & CONTRACTING - CIVIL;112.73;19.93;9.47;5.00%;1;45.02;0.45;17.25;0.95;0.56%;1.00;100
Pratibha Industries Ltd.;9.63;5.46;15.48;-;64.37;-;CONSTRUCTION & CONTRACTING - CIVIL;229.77;-;14.15;0.00%;1;25.52;-;-;0.68;-%;2.00;100
Purohit Construction Ltd.;6.57;4.75;9.36;-;5450;-;CONSTRUCTION & CONTRACTING - CIVIL;2.89;-;12.66;0.00%;1;45.02;-;-;0.52;-%;10.00;
PVV Infra Ltd.;17.80;10.65;22.00;-;13.98;2138;CONSTRUCTION & CONTRACTING - CIVIL;8.90;21.98;7.99;0.00%;1;45.02;0.81;14.35;2.23;-%;10.00;77.56
Ramky Infrastructure Ltd.;230.70;63.00;271.05;-;9638;-;CONSTRUCTION & CONTRACTING - CIVIL;1,319.55;11.06;49.20;0.00%;1;45.02;20.86;7.94;4.69;-%;10.00;56.65
Raunaq EPC International Ltd.;171.25;118.20;219.95;SELL;78;1365;CONSTRUCTION & CONTRACTING - CIVIL;57.25;67.42;143.71;0.00%;1;35.66;2.54;36.21;1.19;-%;10.00;97.12
RPP Infra Projects Ltd.;307.45;211.65;362.20;-;299;55;CONSTRUCTION & CONTRACTING - CIVIL;694.85;26.30;75.72;5.00%;1;45.02;11.69;22.09;4.06;0.16%;10.00;49.73
SAB Industries Ltd.;75.00;23.75;92.50;-;65;150;CONSTRUCTION & CONTRACTING - CIVIL;113.91;26.88;38.84;0.00%;1;45.02;2.79;25.51;1.93;-%;10.00;98.06
Shelter Infra Projects Ltd.;10.31;4.75;13.60;-;360;193;CONSTRUCTION & CONTRACTING - CIVIL;3.68;8.74;11.08;0.00%;1;45.02;1.18;5.08;0.93;-%;10.00;100
Simplex Infrastructures Ltd.;613.05;272.20;650.00;BUY;2021;698;CONSTRUCTION & CONTRACTING - CIVIL;3,032.90;21.40;309.32;25.00%;1;45.02;28.65;8.93;1.98;0.08%;2.00;70.38
Simplex Projects Ltd.;38.60;24.30;66.00;BUY;1371;1000;CONSTRUCTION & CONTRACTING - CIVIL;48.64;1.56;91.72;0.00%;1;45.02;24.79;1.02;0.42;-%;10.00;100
SPML Infra Ltd.;144.70;48.70;187.95;-;3850;580;CONSTRUCTION & CONTRACTING - CIVIL;530.33;19.01;134.09;0.00%;1;40.61;7.61;13.87;1.08;-%;2.00;37.86
SSPDL Ltd.;91.15;51.20;109.00;-;650;301;CONSTRUCTION & CONTRACTING - CIVIL;117.85;60.36;58.15;0.00%;1;45.02;1.51;55.24;1.57;-%;10.00;67.79
Supreme Infrastructure India Ltd.;128.50;68.00;132.30;BUY;608;1640;CONSTRUCTION & CONTRACTING - CIVIL;330.22;-;250.55;0.00%;1;45.02;-;-;0.51;-%;10.00;89.87
Tantia Constructions Ltd.;17.95;14.55;25.05;-;664;1100;CONSTRUCTION & CONTRACTING - CIVIL;51.59;-;20.97;0.00%;1;45.02;-;-;0.86;-%;10.00;100
Tarmat Ltd.;69.70;30.00;83.45;-;1755;7060;CONSTRUCTION & CONTRACTING - CIVIL;76.40;30.57;34.57;0.00%;1;45.02;2.28;19.47;2.02;-%;10.00;59.48
Unitech Ltd.;9.41;4.41;12.24;-;17.75 L;-;CONSTRUCTION & CONTRACTING - CIVIL;2,461.94;-;31.96;0.00%;1;45.02;-;-;0.29;-%;2.00;43.54
Unity Infraprojects Ltd.;7.63;4.31;10.75;BUY;4500;586;CONSTRUCTION & CONTRACTING - CIVIL;92.23;-;-86.70;0.00%;1;25.52;-;-;-;-%;2.00;100
Veer Energy and Infrastructure Ltd.;38.25;20.15;43.40;BUY;16.52;5684;CONSTRUCTION & CONTRACTING - CIVIL;42.13;29.20;47.16;0.00%;1;15.86;1.31;17.23;0.81;-%;10.00;57.98
Welspun Enterprises Ltd.;187.70;60.35;198.00;-;8048;11.39;CONSTRUCTION & CONTRACTING - CIVIL;3,271.25;40.11;79.15;7.50%;1;45.02;4.68;33.10;2.37;0.40%;10.00;54.50
Alpine Housing Dev Corp Ltd.;38.95;21.75;47.80;-;1261;1505;CONSTRUCTION & CONTRACTING - HOUSING;50.61;18.29;45.60;0.00%;1;45.02;2.13;13.96;0.85;-%;10.00;70.90
Ansal Buildwell Ltd.;84.00;52.55;109.75;-;125;689;CONSTRUCTION & CONTRACTING - HOUSING;62.02;20.00;133.98;0.00%;1;45.02;4.20;14.41;0.63;-%;10.00;67.95
Ansal Housing and Construction Ltd.;30.75;18.90;36.00;BUY;11.43;4719;CONSTRUCTION & CONTRACTING - HOUSING;182.61;-;72.06;0.00%;1;45.02;-;-;0.43;-%;10.00;77.31
Ansal Properties & Infrastructure Ltd.;32.90;14.55;36.20;BUY;48.72;-;CONSTRUCTION & CONTRACTING - HOUSING;517.86;-;107.80;0.00%;1;45.02;-;-;0.31;-%;5.00;79.46
Arihant Foundations and Housing Ltd.;56.00;39.05;64.70;-;-;186;CONSTRUCTION & CONTRACTING - HOUSING;48.16;34.36;189.57;0.00%;1;45.02;1.63;21.29;0.30;-%;10.00;100
Asahi Infrastructure And Projects Ltd.;1.35;0.97;1.62;-;-;18;CONSTRUCTION & CONTRACTING - HOUSING;4.74;67.50;17.89;0.00%;1;45.02;0.02;6.43;0.08;-%;10.00;
Ashiana Housing Ltd.;185.90;135.20;250.35;-;6615;1913;CONSTRUCTION & CONTRACTING - HOUSING;1,902.73;23.50;70.68;12.50%;1;45.02;7.91;21.44;2.63;0.13%;2.00;63.93
BSEL Infrastructure Realty Ltd.;6.06;3.11;7.92;-;2200;5000;CONSTRUCTION & CONTRACTING - HOUSING;50.07;202.00;60.88;0.00%;1;45.02;0.03;121.20;0.10;-%;10.00;100
